date,price_aluminium_lme,price_copper_lme,price_nickel_lme,negative_aluminium_lme,negative_copper_lme,negative_nickel_lme,neutral_aluminium_lme,neutral_copper_lme,neutral_nickel_lme,positive_aluminium_lme,positive_copper_lme,positive_nickel_lme,sentiment_score_aluminium_lme,sentiment_score_copper_lme,sentiment_score_nickel_lme,action_aluminium_lme,action_name_aluminium_lme,greedy_action_aluminium_lme,greedy_action_name_aluminium_lme,prob_hold_aluminium_lme,prob_buy_aluminium_lme,prob_sell_aluminium_lme,entropy_aluminium_lme,normalized_entropy_aluminium_lme,position_aluminium_lme,action_copper_lme,action_name_copper_lme,greedy_action_copper_lme,greedy_action_name_copper_lme,prob_hold_copper_lme,prob_buy_copper_lme,prob_sell_copper_lme,entropy_copper_lme,normalized_entropy_copper_lme,position_copper_lme,action_nickel_lme,action_name_nickel_lme,greedy_action_nickel_lme,greedy_action_name_nickel_lme,prob_hold_nickel_lme,prob_buy_nickel_lme,prob_sell_nickel_lme,entropy_nickel_lme,normalized_entropy_nickel_lme,position_nickel_lme,cash_balance,net_worth,reward,capital_mode,mean_normalized_entropy
2020-01-30,1722.502496633,5621.008147213,12535.0181685313,0.0833333333333333,0.25,0.0,0.8333333333333334,0.5833333333333333,1.0,0.0833333333333333,0.1666666666666667,0.0,0.0,-0.0833333333333333,0.0,2,sell,2,sell,0.3352222144603729,0.3279171586036682,0.3368605971336365,1.0985441073316229,0.9999379386730057,1,1,buy,1,buy,0.3385464549064636,0.34090352058410645,0.32055002450942993,1.0982381020152028,0.9996594006304439,3,0,hold,2,sell,0.32652419805526733,0.3323393166065216,0.34113648533821106,1.0984501508487021,0.9998524157966554,3,-51195.088134765625,4995.494873046875,-459.000244140625,infinite,0.9998165850333683
2020-01-31,1709.5024777905,5570.0080732923,12675.0183714507,0.3333333333333332,0.4166666666666667,0.25,0.6666666666666667,0.4166666666666666,0.75,0.0,0.1666666666666666,0.0,-0.3333333333333332,-0.25,-0.25,2,sell,2,sell,0.3287622034549713,0.3323502838611603,0.338887482881546,1.098533332574568,0.9999281310664772,0,2,sell,0,hold,0.33743923902511597,0.3334513306617737,0.32910940051078796,1.0985602071086569,0.999952593321602,2,2,sell,2,sell,0.3316621780395508,0.3248039186000824,0.3435339331626892,1.0983435130810089,0.9997553499174611,2,-31240.558837890625,5249.494873046875,254.0,infinite,0.99987869143518
2020-02-03,1694.5024560492,5595.0081095279,12750.0184801575,0.0833333333333333,0.25,0.1666666666666666,0.8333333333333334,0.4166666666666666,0.75,0.0833333333333333,0.3333333333333333,0.0833333333333333,0.0,0.0833333333333333,-0.0833333333333333,1,buy,2,sell,0.328939825296402,0.3353588283061981,0.3357013165950775,1.0985686735530398,0.9999602998113895,1,1,buy,0,hold,0.3385360836982727,0.3348627984523773,0.3266010880470276,1.0984999447621835,0.9998977401699534,3,2,sell,0,hold,0.33577173948287964,0.33112263679504395,0.3331056237220764,1.0985959667755367,0.9999851431731273,1,-25780.051025390625,5449.494873046875,200.0,infinite,0.9999477277181567
2020-02-04,1687.0024451785,5652.0081921451,12800.0185526287,0.0,0.25,0.0,0.9166666666666666,0.75,1.0,0.0833333333333333,0.0,0.0,0.0833333333333333,-0.25,0.0,2,sell,2,sell,0.32816338539123535,0.3349030017852783,0.33693358302116394,1.0985489241499742,0.9999423231300166,0,0,hold,0,hold,0.339473694562912,0.336887001991272,0.3236393630504608,1.0983948545855793,0.9998020829688751,3,1,buy,2,sell,0.33091557025909424,0.3284243941307068,0.34066006541252136,1.098487235797495,0.9998861719717642,2,-36893.067138671875,5662.994873046875,213.5,infinite,0.9998768593568853
2020-02-05,1688.0024466279,5714.0082820094,13005.0188497607,0.1666666666666667,0.25,0.1666666666666667,0.5833333333333333,0.4166666666666666,0.5833333333333333,0.25,0.3333333333333333,0.25,0.0833333333333333,0.0833333333333333,0.0833333333333333,1,buy,2,sell,0.32926785945892334,0.3332735300064087,0.33745861053466797,1.0985619675661127,0.9999541957590351,1,1,buy,0,hold,0.3397609293460846,0.33541929721832275,0.32481977343559265,1.0984345402537128,0.9998382064207452,4,2,sell,2,sell,0.32704854011535645,0.33079084753990173,0.3421606421470642,1.0984270799597489,0.999831415768537,1,-31290.059326171875,6258.994873046875,596.0,infinite,0.9998746059827724
2020-02-06,1698.0024611222,5726.0082994025,13010.0188570078,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.75,0.6666666666666667,0.75,0.1666666666666666,0.2499999999999999,0.0833333333333333,0.0833333333333333,0.1666666666666666,-0.0833333333333333,1,buy,1,buy,0.3262667655944824,0.33815717697143555,0.3355761468410492,1.0984945836187359,0.9998928602468878,2,1,buy,1,buy,0.3353385329246521,0.33625414967536926,0.328407347202301,1.0985569313093442,0.999949611560569,5,0,hold,2,sell,0.33233100175857544,0.32912662625312805,0.3385424017906189,1.0985436319873838,0.9999375059960333,1,-38714.070068359375,6321.994873046875,63.0,infinite,0.99992665926783
2020-02-07,1693.5024545997,5653.0081935945,12770.018509146,0.0833333333333333,0.5,0.0833333333333333,0.8333333333333334,0.4166666666666666,0.8333333333333334,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0,-0.4166666666666666,0.0,2,sell,0,hold,0.33551153540611267,0.3296016454696655,0.3348867893218994,1.0985806064150325,0.9999711615704612,1,2,sell,0,hold,0.34475696086883545,0.33542874455451965,0.3198142647743225,1.0981342349230099,0.9995648567287742,4,2,sell,2,sell,0.32491132616996765,0.32998594641685486,0.3451027274131775,1.0982827469474508,0.9997000381990461,0,-18597.540771484375,5707.994873046875,-614.0,infinite,0.9997453521660938
2020-02-10,1676.0024292348,5659.5082030158,12880.0186685826,0.0,0.0,0.0,1.0,0.75,1.0,0.0,0.25,0.0,0.0,0.25,0.0,1,buy,2,sell,0.33094584941864014,0.33417534828186035,0.3348788022994995,1.0985990782855137,0.9999879753915624,2,1,buy,0,hold,0.3375661075115204,0.33612924814224243,0.3263046443462372,1.0984992039602552,0.9998970658629792,5,1,buy,2,sell,0.3271598219871521,0.32874614000320435,0.34409403800964355,1.0983512050376385,0.9997623514381149,1,-38813.070068359375,5716.494873046875,8.5,infinite,0.9998824642308856
2020-02-11,1689.502448802,5696.0082559198,13100.018987456,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.0,0.0833333333333333,0.0,-0.0833333333333333,0.0,-0.0833333333333333,1,buy,2,sell,0.3325898051261902,0.33198943734169006,0.3354208171367645,1.098602223286504,0.9999908380948315,3,1,buy,0,hold,0.3445321321487427,0.3342231214046478,0.3212447464466095,1.0982031546706097,0.9996275901865288,6,0,hold,2,sell,0.3226992189884186,0.33240753412246704,0.3448932468891144,1.098241372464218,0.9996623775214262,1,-46198.580810546875,6145.994873046875,429.5,infinite,0.9997602686009288
2020-02-12,1707.002474167,5747.0083298404,13050.0189149847,0.3333333333333333,0.0833333333333333,0.0,0.5,0.75,0.9166666666666666,0.1666666666666666,0.1666666666666666,0.0833333333333333,-0.1666666666666666,0.0833333333333333,0.0833333333333333,1,buy,1,buy,0.32912951707839966,0.33936989307403564,0.3315006494522095,1.0985262879922515,0.9999217188113174,4,1,buy,1,buy,0.3373679518699646,0.34227514266967773,0.3203568756580353,1.0982131680595897,0.9996367047659699,7,2,sell,2,sell,0.33132973313331604,0.3318916857242584,0.3367786109447479,1.0985853890421577,0.9999755149052769,0,-40602.572998046875,6454.494873046875,308.5,infinite,0.9998446461608547
2020-02-13,1701.5024661951,5716.0082849083,13065.0189367261,0.25,0.1666666666666666,0.0,0.75,0.6666666666666667,1.0,0.0,0.1666666666666666,0.0,-0.25,0.0,0.0,0,hold,2,sell,0.33038949966430664,0.3325904905796051,0.33702000975608826,1.0985781100312244,0.9999688892639943,4,0,hold,1,buy,0.3394610285758972,0.3408504128456116,0.3196885883808136,1.0981890189238128,0.9996147232752965,7,1,buy,2,sell,0.3347059190273285,0.32476159930229187,0.34053248167037964,1.09842110967224,0.9998259813786522,1,-53667.591552734375,6215.494873046875,-239.0,infinite,0.9998031979726476
